2-theta,Experimental XRD,Fit,Difference,Background
7.51600E+1,1.03000E+2,1.00137E+2,2.86268E+0,6.20416E+1
7.51800E+1,1.14000E+2,1.04226E+2,9.77376E+0,6.20374E+1
7.52000E+1,1.39000E+2,1.13176E+2,2.58241E+1,6.20331E+1
7.52200E+1,1.43000E+2,1.30439E+2,1.25614E+1,6.20289E+1
7.52400E+1,1.57000E+2,1.55992E+2,1.00842E+0,6.20247E+1
7.52600E+1,1.96000E+2,1.80078E+2,1.59219E+1,6.20205E+1
7.52800E+1,1.82000E+2,1.81983E+2,1.73645E-2,6.20164E+1
7.53000E+1,1.97000E+2,1.66652E+2,3.03479E+1,6.20123E+1
7.53200E+1,1.66000E+2,1.59061E+2,6.93851E+0,6.20082E+1
7.53400E+1,1.98000E+2,1.71409E+2,2.65911E+1,6.20041E+1
7.53600E+1,2.15000E+2,2.06609E+2,8.39067E+0,6.20000E+1
7.53800E+1,3.21000E+2,2.56320E+2,6.46801E+1,6.19960E+1
7.54000E+1,2.73000E+2,2.86202E+2,-1.32020E+1,6.19920E+1
7.54200E+1,2.88000E+2,2.65091E+2,2.29094E+1,6.19880E+1
7.54400E+1,2.57000E+2,2.27521E+2,2.94785E+1,6.19840E+1
7.54600E+1,2.23000E+2,2.08430E+2,1.45702E+1,6.19801E+1
7.54800E+1,2.22000E+2,2.18819E+2,3.18098E+0,6.19762E+1
7.55000E+1,2.89000E+2,2.67780E+2,2.12202E+1,6.19723E+1
7.55200E+1,3.81000E+2,3.74324E+2,6.67639E+0,6.19684E+1
7.55400E+1,5.93000E+2,5.62532E+2,3.04679E+1,6.19645E+1
7.55600E+1,9.34000E+2,8.28025E+2,1.05975E+2,6.19607E+1
7.55800E+1,1.11800E+3,1.04898E+3,6.90237E+1,6.19569E+1
7.56000E+1,1.01300E+3,1.00371E+3,9.29340E+0,6.19531E+1
7.56200E+1,8.01000E+2,7.55200E+2,4.57997E+1,6.19494E+1
7.56400E+1,5.30000E+2,5.08058E+2,2.19424E+1,6.19456E+1
7.56600E+1,3.08000E+2,3.39017E+2,-3.10170E+1,6.19419E+1
7.56800E+1,2.53000E+2,2.49566E+2,3.43428E+0,6.19382E+1
7.57000E+1,2.25000E+2,2.13403E+2,1.15970E+1,6.19345E+1
7.57200E+1,2.39000E+2,2.13391E+2,2.56091E+1,6.19309E+1
7.57400E+1,2.77000E+2,2.48312E+2,2.86876E+1,6.19273E+1
7.57600E+1,3.51000E+2,3.25615E+2,2.53850E+1,6.19237E+1
7.57800E+1,4.79000E+2,4.42450E+2,3.65500E+1,6.19201E+1
7.58000E+1,5.31000E+2,5.42684E+2,-1.16841E+1,6.19165E+1
7.58200E+1,5.06000E+2,5.14912E+2,-8.91174E+0,6.19130E+1
7.58400E+1,4.47000E+2,3.84803E+2,6.21967E+1,6.19094E+1
7.58600E+1,2.70000E+2,2.61449E+2,8.55081E+0,6.19059E+1
7.58800E+1,1.90000E+2,1.81758E+2,8.24185E+0,6.19025E+1
7.59000E+1,1.90000E+2,1.38824E+2,5.11756E+1,6.18990E+1
7.59200E+1,1.32000E+2,1.16796E+2,1.52036E+1,6.18956E+1
7.59400E+1,1.23000E+2,1.04552E+2,1.84478E+1,6.18922E+1
7.59600E+1,1.30000E+2,9.67924E+1,3.32076E+1,6.18888E+1
7.59800E+1,1.13000E+2,9.13839E+1,2.16161E+1,6.18854E+1
7.60000E+1,8.80000E+1,8.74364E+1,5.63629E-1,6.18821E+1
7.60200E+1,1.06000E+2,8.39374E+1,2.20626E+1,6.18787E+1
7.60400E+1,8.70000E+1,8.17374E+1,5.26257E+0,6.18754E+1
7.60600E+1,7.40000E+1,8.08819E+1,-6.88194E+0,6.18721E+1
7.60800E+1,9.40000E+1,7.96988E+1,1.43012E+1,6.18689E+1
7.61000E+1,7.90000E+1,7.88709E+1,1.29074E-1,6.18656E+1
7.61200E+1,9.40000E+1,7.83515E+1,1.56485E+1,6.18624E+1
7.61400E+1,8.70000E+1,7.81172E+1,8.88280E+0,6.18592E+1
7.61600E+1,7.80000E+1,7.81625E+1,-1.62521E-1,6.18560E+1
7.61800E+1,7.20000E+1,7.84998E+1,-6.49983E+0,6.18529E+1
7.62000E+1,8.40000E+1,7.61317E+1,7.86827E+0,6.18497E+1
7.62200E+1,9.30000E+1,7.73642E+1,1.56358E+1,6.18466E+1
7.62400E+1,1.10000E+2,7.87805E+1,3.12195E+1,6.18435E+1
7.62600E+1,8.50000E+1,8.10921E+1,3.90788E+0,6.18404E+1
7.62800E+1,1.07000E+2,8.42337E+1,2.27663E+1,6.18374E+1
7.63000E+1,9.50000E+1,8.99845E+1,5.01553E+0,6.18344E+1
7.63200E+1,1.05000E+2,9.62816E+1,8.71838E+0,6.18313E+1
7.63400E+1,1.14000E+2,1.05843E+2,8.15736E+0,6.18283E+1
7.63600E+1,1.16000E+2,1.21904E+2,-5.90366E+0,6.18254E+1
7.63800E+1,1.38000E+2,1.51289E+2,-1.32885E+1,6.18224E+1
7.64000E+1,2.05000E+2,2.05147E+2,-1.47430E-1,6.18195E+1
7.64200E+1,3.12000E+2,2.92858E+2,1.91419E+1,6.18166E+1
7.64400E+1,4.19000E+2,4.11162E+2,7.83832E+0,6.18137E+1
7.64600E+1,4.40000E+2,4.93227E+2,-5.32272E+1,6.18108E+1
7.64800E+1,4.28000E+2,4.46630E+2,-1.86302E+1,6.18079E+1
7.65000E+1,3.50000E+2,3.26166E+2,2.38341E+1,6.18051E+1
7.65200E+1,2.10000E+2,2.25564E+2,-1.55638E+1,6.18023E+1
7.65400E+1,1.73000E+2,1.69906E+2,3.09424E+0,6.17995E+1
7.65600E+1,1.20000E+2,1.41466E+2,-2.14656E+1,6.17967E+1
7.65800E+1,1.53000E+2,1.32296E+2,2.07045E+1,6.17940E+1
7.66000E+1,1.35000E+2,1.36310E+2,-1.30997E+0,6.17912E+1
7.66200E+1,1.76000E+2,1.54482E+2,2.15175E+1,6.17885E+1
7.66400E+1,1.96000E+2,1.91058E+2,4.94203E+0,6.17858E+1
7.66600E+1,2.42000E+2,2.45797E+2,-3.79689E+0,6.17831E+1
7.66800E+1,2.78000E+2,2.95368E+2,-1.73680E+1,6.17805E+1
7.67000E+1,2.85000E+2,2.89404E+2,-4.40448E+0,6.17778E+1
7.67200E+1,2.30000E+2,2.33819E+2,-3.81905E+0,6.17752E+1
7.67400E+1,1.96000E+2,1.80382E+2,1.56180E+1,6.17726E+1
7.67600E+1,1.87000E+2,1.47472E+2,3.95283E+1,6.17700E+1
7.67800E+1,1.42000E+2,1.35466E+2,6.53378E+0,6.17675E+1
7.68000E+1,1.28000E+2,1.33344E+2,-5.34380E+0,6.17649E+1
7.68200E+1,1.73000E+2,1.40223E+2,3.27768E+1,6.17624E+1
7.68400E+1,1.76000E+2,1.60418E+2,1.55821E+1,6.17599E+1
7.68600E+1,2.14000E+2,1.96077E+2,1.79228E+1,6.17574E+1
7.68800E+1,3.20000E+2,2.59806E+2,6.01939E+1,6.17549E+1
7.69000E+1,4.28000E+2,3.56238E+2,7.17623E+1,6.17525E+1
7.69200E+1,5.32000E+2,4.58352E+2,7.36476E+1,6.17500E+1
7.69400E+1,5.08000E+2,4.81238E+2,2.67615E+1,6.17476E+1
7.69600E+1,4.47000E+2,3.99941E+2,4.70587E+1,6.17452E+1
7.69800E+1,3.80000E+2,3.05646E+2,7.43544E+1,6.17428E+1
7.70000E+1,2.72000E+2,2.46431E+2,2.55689E+1,6.17405E+1
7.70200E+1,2.38000E+2,2.24533E+2,1.34670E+1,6.17381E+1
7.70400E+1,2.40000E+2,2.31526E+2,8.47401E+0,6.17358E+1
7.70600E+1,2.70000E+2,2.66134E+2,3.86646E+0,6.17335E+1
7.70800E+1,3.62000E+2,3.36393E+2,2.56070E+1,6.17312E+1
7.71000E+1,4.73000E+2,4.75358E+2,-2.35754E+0,6.17290E+1
7.71200E+1,7.48000E+2,7.21365E+2,2.66346E+1,6.17267E+1
7.71400E+1,1.08700E+3,1.08843E+3,-1.43262E+0,6.17245E+1
7.71600E+1,1.45000E+3,1.46575E+3,-1.57520E+1,6.17223E+1
7.71800E+1,1.53000E+3,1.53733E+3,-7.32800E+0,6.17201E+1
7.72000E+1,1.24600E+3,1.20351E+3,4.24937E+1,6.17179E+1
7.72200E+1,8.01000E+2,8.00645E+2,3.54736E-1,6.17157E+1
7.72400E+1,5.28000E+2,5.20423E+2,7.57745E+0,6.17136E+1
7.72600E+1,3.58000E+2,3.69509E+2,-1.15090E+1,6.17114E+1
7.72800E+1,2.86000E+2,3.05145E+2,-1.91446E+1,6.17093E+1
7.73000E+1,2.74000E+2,2.92477E+2,-1.84766E+1,6.17072E+1
7.73200E+1,3.40000E+2,3.20242E+2,1.97581E+1,6.17052E+1
7.73400E+1,4.18000E+2,3.99343E+2,1.86567E+1,6.17031E+1
7.73600E+1,5.19000E+2,5.45710E+2,-2.67096E+1,6.17011E+1
7.73800E+1,7.52000E+2,7.55741E+2,-3.74146E+0,6.16991E+1
7.74000E+1,8.74000E+2,9.44248E+2,-7.02481E+1,6.16970E+1
7.74200E+1,9.57000E+2,9.92363E+2,-3.53625E+1,6.16951E+1
7.74400E+1,9.87000E+2,9.81943E+2,5.05658E+0,6.16931E+1
7.74600E+1,9.43000E+2,9.64785E+2,-2.17848E+1,6.16911E+1
7.74800E+1,7.69000E+2,8.21402E+2,-5.24017E+1,6.16892E+1
7.75000E+1,5.92000E+2,5.88706E+2,3.29388E+0,6.16873E+1
7.75200E+1,3.85000E+2,3.98077E+2,-1.30775E+1,6.16854E+1
7.75400E+1,2.85000E+2,2.80531E+2,4.46921E+0,6.16835E+1
7.75600E+1,2.12000E+2,2.18252E+2,-6.25153E+0,6.16816E+1
7.75800E+1,1.99000E+2,1.91643E+2,7.35727E+0,6.16798E+1
7.76000E+1,2.00000E+2,1.87080E+2,1.29204E+1,6.16779E+1
7.76200E+1,2.14000E+2,2.03794E+2,1.02057E+1,6.16761E+1
7.76400E+1,2.58000E+2,2.48178E+2,9.82150E+0,6.16743E+1
7.76600E+1,2.81000E+2,3.24506E+2,-4.35058E+1,6.16725E+1
7.76800E+1,4.23000E+2,4.12685E+2,1.03149E+1,6.16707E+1
7.77000E+1,3.73000E+2,4.39116E+2,-6.61165E+1,6.16690E+1
7.77200E+1,3.31000E+2,3.63441E+2,-3.24409E+1,6.16672E+1
7.77400E+1,3.18000E+2,2.61440E+2,5.65604E+1,6.16655E+1
7.77600E+1,1.78000E+2,1.86449E+2,-8.44905E+0,6.16638E+1
7.77800E+1,1.44000E+2,1.41428E+2,2.57233E+0,6.16621E+1
7.78000E+1,1.28000E+2,1.13828E+2,1.41723E+1,6.16604E+1
7.78200E+1,1.07000E+2,1.01598E+2,5.40205E+0,6.16588E+1
7.78400E+1,1.06000E+2,9.45762E+1,1.14238E+1,6.16571E+1
7.78600E+1,1.17000E+2,9.04774E+1,2.65226E+1,6.16555E+1
7.78800E+1,9.90000E+1,8.86303E+1,1.03697E+1,6.16539E+1
7.79000E+1,6.70000E+1,8.87923E+1,-2.17923E+1,6.16523E+1
7.79200E+1,9.70000E+1,9.01087E+1,6.89128E+0,6.16507E+1
7.79400E+1,1.00000E+2,9.42057E+1,5.79430E+0,6.16492E+1
7.79600E+1,8.90000E+1,9.06073E+1,-1.60729E+0,6.16476E+1
7.79800E+1,8.90000E+1,8.60804E+1,2.91962E+0,6.16461E+1
7.80000E+1,8.50000E+1,8.30897E+1,1.91032E+0,6.16446E+1
7.80200E+1,8.10000E+1,7.89938E+1,2.00623E+0,6.16431E+1
7.80400E+1,8.10000E+1,7.81745E+1,2.82546E+0,6.16416E+1
7.80600E+1,6.60000E+1,7.79513E+1,-1.19513E+1,6.16401E+1
7.80800E+1,7.70000E+1,7.81008E+1,-1.10075E+0,6.16386E+1
7.81000E+1,9.00000E+1,7.64658E+1,1.35342E+1,6.16372E+1
7.81200E+1,7.70000E+1,7.72904E+1,-2.90421E-1,6.16358E+1
7.81400E+1,9.60000E+1,7.83837E+1,1.76163E+1,6.16343E+1
7.81600E+1,9.70000E+1,7.97843E+1,1.72157E+1,6.16330E+1
7.81800E+1,8.60000E+1,8.37886E+1,2.21143E+0,6.16316E+1
7.82000E+1,9.10000E+1,8.61737E+1,4.82628E+0,6.16302E+1
7.82200E+1,9.80000E+1,8.91856E+1,8.81438E+0,6.16288E+1
7.82400E+1,1.21000E+2,9.30548E+1,2.79452E+1,6.16275E+1
7.82600E+1,9.40000E+1,9.81833E+1,-4.18328E+0,6.16262E+1
7.82800E+1,9.70000E+1,1.05373E+2,-8.37342E+0,6.16249E+1
7.83000E+1,9.70000E+1,1.16378E+2,-1.93785E+1,6.16236E+1
7.83200E+1,1.32000E+2,1.33596E+2,-1.59561E+0,6.16223E+1
7.83400E+1,1.69000E+2,1.64360E+2,4.64032E+0,6.16210E+1
7.83600E+1,2.21000E+2,2.12257E+2,8.74304E+0,6.16198E+1
7.83800E+1,2.71000E+2,2.72406E+2,-1.40637E+0,6.16185E+1
7.84000E+1,2.95000E+2,3.12852E+2,-1.78521E+1,6.16173E+1
7.84200E+1,2.84000E+2,2.99228E+2,-1.52278E+1,6.16161E+1
7.84400E+1,2.49000E+2,2.65293E+2,-1.62934E+1,6.16149E+1
7.84600E+1,2.38000E+2,2.53003E+2,-1.50027E+1,6.16137E+1
7.84800E+1,2.61000E+2,2.80502E+2,-1.95019E+1,6.16126E+1
7.85000E+1,3.32000E+2,3.65155E+2,-3.31549E+1,6.16114E+1
7.85200E+1,5.38000E+2,5.32436E+2,5.56403E+0,6.16103E+1
7.85400E+1,8.42000E+2,8.01004E+2,4.09961E+1,6.16091E+1
7.85600E+1,1.18900E+3,1.12026E+3,6.87394E+1,6.16080E+1
7.85800E+1,1.13500E+3,1.26653E+3,-1.31529E+2,6.16069E+1
7.86000E+1,1.03400E+3,1.07556E+3,-4.15645E+1,6.16058E+1
7.86200E+1,7.22000E+2,7.76436E+2,-5.44357E+1,6.16048E+1
7.86400E+1,5.02000E+2,5.38412E+2,-3.64119E+1,6.16037E+1
7.86600E+1,3.64000E+2,3.77536E+2,-1.35357E+1,6.16027E+1
7.86800E+1,2.74000E+2,2.85764E+2,-1.17637E+1,6.16016E+1
7.87000E+1,2.19000E+2,2.44947E+2,-2.59468E+1,6.16006E+1
7.87200E+1,2.46000E+2,2.42687E+2,3.31303E+0,6.15996E+1
7.87400E+1,3.19000E+2,2.79879E+2,3.91206E+1,6.15986E+1
7.87600E+1,3.79000E+2,3.65711E+2,1.32885E+1,6.15976E+1
7.87800E+1,5.16000E+2,5.01272E+2,1.47276E+1,6.15967E+1
7.88000E+1,6.32000E+2,6.36478E+2,-4.47821E+0,6.15957E+1
7.88200E+1,6.03000E+2,6.40621E+2,-3.76215E+1,6.15948E+1
7.88400E+1,4.54000E+2,4.95593E+2,-4.15932E+1,6.15938E+1
7.88600E+1,3.38000E+2,3.37360E+2,6.40045E-1,6.15929E+1
7.88800E+1,2.32000E+2,2.28095E+2,3.90536E+0,6.15920E+1
7.89000E+1,1.56000E+2,1.66059E+2,-1.00587E+1,6.15911E+1
7.89200E+1,1.39000E+2,1.33574E+2,5.42642E+0,6.15903E+1
7.89400E+1,1.06000E+2,1.15736E+2,-9.73601E+0,6.15894E+1
7.89600E+1,1.10000E+2,1.04656E+2,5.34360E+0,6.15885E+1
7.89800E+1,9.70000E+1,9.69811E+1,1.89056E-2,6.15877E+1
7.90000E+1,9.50000E+1,9.13264E+1,3.67361E+0,6.15869E+1
7.90200E+1,9.10000E+1,8.70019E+1,3.99809E+0,6.15861E+1
7.90400E+1,1.09000E+2,8.30059E+1,2.59941E+1,6.15853E+1
7.90600E+1,8.90000E+1,8.03251E+1,8.67488E+0,6.15845E+1
7.90800E+1,7.50000E+1,7.81412E+1,-3.14119E+0,6.15837E+1
7.91000E+1,8.30000E+1,7.63368E+1,6.66323E+0,6.15829E+1
7.91200E+1,8.10000E+1,7.48252E+1,6.17484E+0,6.15822E+1
7.91400E+1,6.90000E+1,7.35456E+1,-4.54561E+0,6.15814E+1
7.91600E+1,7.40000E+1,7.24501E+1,1.54993E+0,6.15807E+1
7.91800E+1,7.10000E+1,7.15047E+1,-5.04707E-1,6.15800E+1
7.92000E+1,5.80000E+1,6.68395E+1,-8.83951E+0,6.15793E+1
7.92200E+1,7.20000E+1,6.63532E+1,5.64680E+0,6.15786E+1
7.92400E+1,6.80000E+1,6.59313E+1,2.06870E+0,6.15779E+1
7.92600E+1,6.70000E+1,6.52496E+1,1.75043E+0,6.15772E+1
7.92800E+1,7.80000E+1,6.49451E+1,1.30549E+1,6.15766E+1
7.93000E+1,5.70000E+1,6.46766E+1,-7.67659E+0,6.15759E+1
7.93200E+1,6.90000E+1,6.44388E+1,4.56119E+0,6.15753E+1
7.93400E+1,6.50000E+1,6.42272E+1,7.72820E-1,6.15747E+1
7.93600E+1,6.90000E+1,6.40380E+1,4.96198E+0,6.15740E+1
7.93800E+1,5.80000E+1,6.38682E+1,-5.86823E+0,6.15734E+1
7.94000E+1,7.20000E+1,6.37152E+1,8.28478E+0,6.15729E+1
7.94200E+1,7.90000E+1,6.35769E+1,1.54231E+1,6.15723E+1
7.94400E+1,7.10000E+1,6.15717E+1,9.42830E+0,6.15717E+1
7.94600E+1,5.90000E+1,6.15711E+1,-2.57115E+0,6.15711E+1
7.94800E+1,6.60000E+1,6.15706E+1,4.42940E+0,6.15706E+1
7.95000E+1,6.10000E+1,6.15701E+1,-5.70061E-1,6.15701E+1
7.95200E+1,5.10000E+1,6.15695E+1,-1.05695E+1,6.15695E+1
7.95400E+1,6.40000E+1,6.15690E+1,2.43098E+0,6.15690E+1
7.95600E+1,5.40000E+1,6.15685E+1,-7.56852E+0,6.15685E+1
7.95800E+1,6.90000E+1,6.15680E+1,7.43197E+0,6.15680E+1
7.96000E+1,8.30000E+1,6.15676E+1,2.14324E+1,6.15676E+1
7.96200E+1,4.50000E+1,6.15671E+1,-1.65671E+1,6.15671E+1
7.96400E+1,6.40000E+1,6.15666E+1,2.43338E+0,6.15666E+1
7.96600E+1,7.90000E+1,6.15662E+1,1.74338E+1,6.15662E+1
7.96800E+1,6.50000E+1,6.15657E+1,3.43427E+0,6.15657E+1
7.97000E+1,5.30000E+1,6.15653E+1,-8.56530E+0,6.15653E+1
7.97200E+1,5.50000E+1,6.15649E+1,-6.56488E+0,6.15649E+1
7.97400E+1,6.00000E+1,6.15645E+1,-1.56447E+0,6.15645E+1
7.97600E+1,6.50000E+1,6.15641E+1,3.43593E+0,6.15641E+1
7.97800E+1,6.60000E+1,6.15637E+1,4.43632E+0,6.15637E+1
7.98000E+1,5.30000E+1,6.15633E+1,-8.56330E+0,6.15633E+1
7.98200E+1,6.60000E+1,6.15629E+1,4.43707E+0,6.15629E+1
7.98400E+1,7.70000E+1,6.15626E+1,1.54374E+1,6.15626E+1
7.98600E+1,7.50000E+1,6.15622E+1,1.34378E+1,6.15622E+1
7.98800E+1,6.80000E+1,6.15619E+1,6.43811E+0,6.15619E+1
7.99000E+1,6.20000E+1,6.15616E+1,4.38438E-1,6.15616E+1
7.99200E+1,6.80000E+1,6.15612E+1,6.43876E+0,6.15612E+1
7.99400E+1,6.10000E+1,6.15609E+1,-5.60932E-1,6.15609E+1
7.99600E+1,5.60000E+1,6.15606E+1,-5.56063E+0,6.15606E+1
7.99800E+1,5.70000E+1,6.15603E+1,-4.56034E+0,6.15603E+1
8.00000E+1,6.00000E+1,6.15601E+1,-1.56006E+0,6.15601E+1
8.00200E+1,5.20000E+1,6.15598E+1,-9.55979E+0,6.15598E+1
8.00400E+1,7.20000E+1,6.15595E+1,1.04405E+1,6.15595E+1
8.00600E+1,5.40000E+1,6.15593E+1,-7.55928E+0,6.15593E+1
8.00800E+1,4.80000E+1,6.15590E+1,-1.35590E+1,6.15590E+1
8.01000E+1,6.70000E+1,6.15588E+1,5.44120E+0,6.15588E+1
8.01200E+1,6.10000E+1,6.15586E+1,-5.58575E-1,6.15586E+1
8.01400E+1,4.60000E+1,6.15584E+1,-1.55584E+1,6.15584E+1
8.01600E+1,6.20000E+1,6.15582E+1,4.41845E-1,6.15582E+1
8.01800E+1,5.60000E+1,6.15580E+1,-5.55796E+0,6.15580E+1
8.02000E+1,6.40000E+1,6.15578E+1,2.44223E+0,6.15578E+1
8.02200E+1,6.10000E+1,6.19473E+1,-9.47277E-1,6.15576E+1
8.02400E+1,5.90000E+1,6.19726E+1,-2.97255E+0,6.15574E+1
8.02600E+1,5.90000E+1,6.20004E+1,-3.00042E+0,6.15573E+1
8.02800E+1,6.80000E+1,6.20312E+1,5.96879E+0,6.15571E+1
8.03000E+1,6.20000E+1,6.20654E+1,-6.53648E-2,6.15570E+1
8.03200E+1,5.10000E+1,6.21034E+1,-1.11034E+1,6.15568E+1
8.03400E+1,3.90000E+1,6.21458E+1,-2.31458E+1,6.15567E+1
8.03600E+1,5.50000E+1,6.21935E+1,-7.19349E+0,6.15566E+1
8.03800E+1,6.90000E+1,6.22472E+1,6.75283E+0,6.15565E+1
8.04000E+1,5.20000E+1,6.23080E+1,-1.03080E+1,6.15564E+1
8.04200E+1,7.30000E+1,6.23771E+1,1.06229E+1,6.15563E+1
8.04400E+1,5.80000E+1,6.24563E+1,-4.45633E+0,6.15562E+1
8.04600E+1,6.40000E+1,6.27400E+1,1.26001E+0,6.15561E+1
8.04800E+1,5.70000E+1,6.28583E+1,-5.85827E+0,6.15560E+1
8.05000E+1,7.10000E+1,6.29955E+1,8.00450E+0,6.15560E+1
8.05200E+1,5.50000E+1,6.31562E+1,-8.15618E+0,6.15559E+1
8.05400E+1,6.40000E+1,6.33460E+1,6.53957E-1,6.15559E+1
8.05600E+1,5.60000E+1,6.35725E+1,-7.57249E+0,6.15558E+1
8.05800E+1,5.60000E+1,6.38458E+1,-7.84575E+0,6.15558E+1
8.06000E+1,7.30000E+1,6.41798E+1,8.82021E+0,6.15558E+1
8.06200E+1,6.90000E+1,6.45943E+1,4.40571E+0,6.15558E+1
8.06400E+1,6.00000E+1,6.51171E+1,-5.11705E+0,6.15558E+1
8.06600E+1,7.90000E+1,6.57895E+1,1.32105E+1,6.15558E+1
8.06800E+1,7.10000E+1,6.66753E+1,4.32474E+0,6.15558E+1
8.07000E+1,7.80000E+1,6.78787E+1,1.01213E+1,6.15558E+1
8.07200E+1,8.00000E+1,7.02281E+1,9.77188E+0,6.15558E+1
8.07400E+1,7.30000E+1,7.29178E+1,8.22372E-2,6.15559E+1
8.07600E+1,6.10000E+1,7.74756E+1,-1.64756E+1,6.15559E+1
8.07800E+1,7.60000E+1,8.56722E+1,-9.67216E+0,6.15559E+1
8.08000E+1,9.20000E+1,1.00016E+2,-8.01640E+0,6.15560E+1
8.08200E+1,1.36000E+2,1.22297E+2,1.37034E+1,6.15561E+1
8.08400E+1,1.47000E+2,1.48812E+2,-1.81210E+0,6.15561E+1
8.08600E+1,1.64000E+2,1.61753E+2,2.24716E+0,6.15562E+1
8.08800E+1,1.38000E+2,1.45710E+2,-7.71011E+0,6.15563E+1
8.09000E+1,1.15000E+2,1.18509E+2,-3.50913E+0,6.15564E+1
8.09200E+1,9.00000E+1,9.72415E+1,-7.24155E+0,6.15565E+1
8.09400E+1,7.70000E+1,8.46871E+1,-7.68710E+0,6.15566E+1
8.09600E+1,7.90000E+1,7.85766E+1,4.23416E-1,6.15567E+1
8.09800E+1,8.80000E+1,7.65894E+1,1.14106E+1,6.15568E+1
8.10000E+1,7.60000E+1,7.67124E+1,-7.12402E-1,6.15569E+1
8.10200E+1,7.80000E+1,7.92309E+1,-1.23093E+0,6.15571E+1
8.10400E+1,8.30000E+1,8.50192E+1,-2.01917E+0,6.15572E+1
8.10600E+1,9.00000E+1,9.49683E+1,-4.96829E+0,6.15573E+1
8.10800E+1,1.19000E+2,1.07930E+2,1.10699E+1,6.15575E+1
8.11000E+1,1.06000E+2,1.16297E+2,-1.02967E+1,6.15576E+1
8.11200E+1,9.20000E+1,1.10670E+2,-1.86704E+1,6.15578E+1
8.11400E+1,9.10000E+1,9.75542E+1,-6.55415E+0,6.15580E+1
8.11600E+1,9.40000E+1,8.67225E+1,7.27750E+0,6.15581E+1
8.11800E+1,8.30000E+1,8.04806E+1,2.51943E+0,6.15583E+1
8.12000E+1,9.10000E+1,7.79655E+1,1.30345E+1,6.15585E+1
8.12200E+1,6.40000E+1,7.79183E+1,-1.39183E+1,6.15587E+1
8.12400E+1,8.90000E+1,8.01397E+1,8.86026E+0,6.15589E+1
8.12600E+1,6.40000E+1,8.40568E+1,-2.00568E+1,6.15591E+1
8.12800E+1,8.80000E+1,9.15472E+1,-3.54724E+0,6.15593E+1
8.13000E+1,1.20000E+2,1.05638E+2,1.43620E+1,6.15596E+1
8.13200E+1,1.43000E+2,1.30524E+2,1.24764E+1,6.15598E+1
8.13400E+1,1.67000E+2,1.68870E+2,-1.87003E+0,6.15600E+1
8.13600E+1,2.41000E+2,2.13229E+2,2.77711E+1,6.15602E+1
8.13800E+1,2.49000E+2,2.31950E+2,1.70495E+1,6.15605E+1
8.14000E+1,2.48000E+2,2.01992E+2,4.60084E+1,6.15607E+1
8.14200E+1,1.72000E+2,1.55807E+2,1.61928E+1,6.15610E+1
8.14400E+1,1.39000E+2,1.20391E+2,1.86088E+1,6.15612E+1
8.14600E+1,1.17000E+2,9.95961E+1,1.74039E+1,6.15615E+1
8.14800E+1,8.90000E+1,8.93872E+1,-3.87199E-1,6.15618E+1
8.15000E+1,8.80000E+1,8.52857E+1,2.71433E+0,6.15620E+1
8.15200E+1,8.80000E+1,8.65875E+1,1.41252E+0,6.15623E+1
8.15400E+1,9.50000E+1,9.05852E+1,4.41482E+0,6.15626E+1
8.15600E+1,1.09000E+2,9.99783E+1,9.02165E+0,6.15629E+1
8.15800E+1,1.21000E+2,1.16328E+2,4.67174E+0,6.15632E+1
8.16000E+1,1.38000E+2,1.37932E+2,6.79474E-2,6.15635E+1
8.16200E+1,1.42000E+2,1.52542E+2,-1.05422E+1,6.15638E+1
8.16400E+1,1.79000E+2,1.43675E+2,3.53255E+1,6.15641E+1
8.16600E+1,1.42000E+2,1.20983E+2,2.10175E+1,6.15644E+1
8.16800E+1,1.12000E+2,1.01483E+2,1.05174E+1,6.15648E+1
8.17000E+1,9.50000E+1,8.94671E+1,5.53287E+0,6.15651E+1
8.17200E+1,9.00000E+1,8.35242E+1,6.47579E+0,6.15654E+1
8.17400E+1,8.40000E+1,8.11585E+1,2.84148E+0,6.15658E+1
8.17600E+1,9.10000E+1,8.11919E+1,9.80807E+0,6.15661E+1
8.17800E+1,9.10000E+1,8.37210E+1,7.27895E+0,6.15664E+1
8.18000E+1,9.60000E+1,8.80348E+1,7.96522E+0,6.15668E+1
8.18200E+1,8.30000E+1,9.65195E+1,-1.35195E+1,6.15671E+1
8.18400E+1,1.24000E+2,1.11940E+2,1.20603E+1,6.15675E+1
8.18600E+1,1.45000E+2,1.36736E+2,8.26410E+0,6.15679E+1
8.18800E+1,1.82000E+2,1.68503E+2,1.34968E+1,6.15682E+1
8.19000E+1,2.06000E+2,1.89777E+2,1.62235E+1,6.15686E+1
8.19200E+1,1.89000E+2,1.77880E+2,1.11204E+1,6.15690E+1
8.19400E+1,1.64000E+2,1.47207E+2,1.67929E+1,6.15694E+1
8.19600E+1,1.21000E+2,1.21436E+2,-4.36432E-1,6.15697E+1
8.19800E+1,1.13000E+2,1.06502E+2,6.49818E+0,6.15701E+1
8.20000E+1,1.18000E+2,1.00585E+2,1.74146E+1,6.15705E+1
8.20200E+1,1.06000E+2,1.00215E+2,5.78458E+0,6.15709E+1
8.20400E+1,1.36000E+2,1.05130E+2,3.08697E+1,6.15713E+1
8.20600E+1,1.31000E+2,1.15624E+2,1.53762E+1,6.15717E+1
