2-theta,Experimental XRD,Fit,Difference,Background
2.18600E+1,1.75700E+3,1.60559E+3,1.51412E+2,3.49833E+2
2.18800E+1,1.43500E+3,1.28853E+3,1.46471E+2,3.49270E+2
2.19000E+1,1.06700E+3,1.09156E+3,-2.45618E+1,3.48707E+2
2.19200E+1,9.23000E+2,7.72781E+2,1.50219E+2,3.48146E+2
2.19400E+1,5.50000E+2,5.36526E+2,1.34744E+1,3.47586E+2
2.19600E+1,4.22000E+2,4.37191E+2,-1.51908E+1,3.47027E+2
2.19800E+1,4.25000E+2,4.01969E+2,2.30305E+1,3.46469E+2
2.20000E+1,4.07000E+2,3.85507E+2,2.14927E+1,3.45912E+2
2.20200E+1,4.21000E+2,3.75335E+2,4.56651E+1,3.45356E+2
2.20400E+1,3.82000E+2,3.68325E+2,1.36747E+1,3.44802E+2
2.20600E+1,3.59000E+2,3.63213E+2,-4.21338E+0,3.44248E+2
2.20800E+1,3.84000E+2,3.59318E+2,2.46818E+1,3.43695E+2
2.21000E+1,3.80000E+2,3.56241E+2,2.37590E+1,3.43143E+2
2.21200E+1,3.59000E+2,3.53735E+2,5.26535E+0,3.42593E+2
2.21400E+1,3.38000E+2,3.51639E+2,-1.36392E+1,3.42043E+2
2.21600E+1,3.31000E+2,3.49847E+2,-1.88469E+1,3.41495E+2
2.21800E+1,3.43000E+2,3.48284E+2,-5.28357E+0,3.40948E+2
2.22000E+1,3.27000E+2,3.46897E+2,-1.98965E+1,3.40401E+2
2.22200E+1,3.44000E+2,3.45648E+2,-1.64789E+0,3.39856E+2
2.22400E+1,3.24000E+2,3.44509E+2,-2.05089E+1,3.39312E+2
2.22600E+1,3.05000E+2,3.40633E+2,-3.56329E+1,3.38769E+2
2.22800E+1,3.38000E+2,3.44239E+2,-6.23892E+0,3.38227E+2
2.23000E+1,3.19000E+2,3.43833E+2,-2.48332E+1,3.37686E+2
2.23200E+1,3.54000E+2,3.42103E+2,1.18965E+1,3.37146E+2
2.23400E+1,3.08000E+2,3.44095E+2,-3.60952E+1,3.36607E+2
2.23600E+1,3.17000E+2,3.44110E+2,-2.71099E+1,3.36069E+2
2.23800E+1,3.45000E+2,3.44189E+2,8.11005E-1,3.35532E+2
2.24000E+1,3.14000E+2,3.44343E+2,-3.03427E+1,3.34996E+2
2.24200E+1,3.34000E+2,3.44583E+2,-1.05832E+1,3.34461E+2
2.24400E+1,3.40000E+2,3.44925E+2,-4.92542E+0,3.33927E+2
2.24600E+1,3.75000E+2,3.45387E+2,2.96127E+1,3.33395E+2
2.24800E+1,3.22000E+2,3.45992E+2,-2.39916E+1,3.32863E+2
2.25000E+1,3.28000E+2,3.46766E+2,-1.87662E+1,3.32332E+2
2.25200E+1,3.82000E+2,3.47746E+2,3.42536E+1,3.31803E+2
2.25400E+1,3.42000E+2,3.48977E+2,-6.97729E+0,3.31274E+2
2.25600E+1,3.37000E+2,3.50517E+2,-1.35170E+1,3.30747E+2
2.25800E+1,3.36000E+2,3.52442E+2,-1.64417E+1,3.30220E+2
2.26000E+1,3.43000E+2,3.54852E+2,-1.18522E+1,3.29695E+2
2.26200E+1,3.30000E+2,3.57885E+2,-2.78849E+1,3.29170E+2
2.26400E+1,3.48000E+2,3.61727E+2,-1.37273E+1,3.28647E+2
2.26600E+1,3.38000E+2,3.66644E+2,-2.86436E+1,3.28124E+2
2.26800E+1,3.81000E+2,3.73013E+2,7.98660E+0,3.27603E+2
2.27000E+1,3.74000E+2,3.81399E+2,-7.39938E+0,3.27082E+2
2.27200E+1,3.98000E+2,3.92671E+2,5.32925E+0,3.26563E+2
2.27400E+1,3.61000E+2,4.08313E+2,-4.73133E+1,3.26045E+2
2.27600E+1,4.20000E+2,4.31377E+2,-1.13774E+1,3.25527E+2
2.27800E+1,4.70000E+2,4.69524E+2,4.76196E-1,3.25011E+2
2.28000E+1,5.41000E+2,5.42007E+2,-1.00684E+0,3.24496E+2
2.28200E+1,6.46000E+2,6.87519E+2,-4.15195E+1,3.23981E+2
2.28400E+1,8.52000E+2,9.56833E+2,-1.04833E+2,3.23468E+2
2.28600E+1,1.24900E+3,1.37038E+3,-1.21379E+2,3.22956E+2
2.28800E+1,1.66400E+3,1.82459E+3,-1.60585E+2,3.22445E+2
2.29000E+1,1.65100E+3,1.98724E+3,-3.36241E+2,3.21934E+2
2.29200E+1,1.48800E+3,1.61340E+3,-1.25404E+2,3.21425E+2
2.29400E+1,1.18800E+3,1.32792E+3,-1.39917E+2,3.20917E+2
2.29600E+1,1.00800E+3,1.11389E+3,-1.05890E+2,3.20410E+2
2.29800E+1,7.75000E+2,7.59694E+2,1.53060E+1,3.19903E+2
2.30000E+1,4.93000E+2,5.17734E+2,-2.47338E+1,3.19398E+2
2.30200E+1,4.43000E+2,4.17389E+2,2.56113E+1,3.18894E+2
2.30400E+1,3.93000E+2,3.80636E+2,1.23636E+1,3.18391E+2
2.30600E+1,3.49000E+2,3.62843E+2,-1.38430E+1,3.17889E+2
2.30800E+1,3.40000E+2,3.51698E+2,-1.16978E+1,3.17387E+2
2.31000E+1,3.32000E+2,3.43978E+2,-1.19779E+1,3.16887E+2
2.31200E+1,3.17000E+2,3.38337E+2,-2.13374E+1,3.16388E+2
2.31400E+1,3.25000E+2,3.34045E+2,-9.04492E+0,3.15889E+2
2.31600E+1,3.52000E+2,3.30665E+2,2.13353E+1,3.15392E+2
2.31800E+1,3.12000E+2,3.27926E+2,-1.59256E+1,3.14896E+2
2.32000E+1,3.18000E+2,3.25650E+2,-7.64999E+0,3.14400E+2
2.32200E+1,3.02000E+2,3.23719E+2,-2.17188E+1,3.13906E+2
2.32400E+1,3.40000E+2,3.22048E+2,1.79517E+1,3.13413E+2
2.32600E+1,3.21000E+2,3.20579E+2,4.20593E-1,3.12920E+2
2.32800E+1,3.27000E+2,3.19269E+2,7.73111E+0,3.12429E+2
2.33000E+1,3.50000E+2,3.18084E+2,3.19156E+1,3.11939E+2
2.33200E+1,3.15000E+2,3.13670E+2,1.33020E+0,3.11449E+2
2.33400E+1,3.08000E+2,3.12960E+2,-4.96027E+0,3.10961E+2
2.33600E+1,2.89000E+2,3.12283E+2,-2.32832E+1,3.10473E+2
2.33800E+1,3.20000E+2,3.09987E+2,1.00132E+1,3.09987E+2
2.34000E+1,3.06000E+2,3.09501E+2,-3.50119E+0,3.09501E+2
2.34200E+1,2.80000E+2,3.09017E+2,-2.90166E+1,3.09017E+2
2.34400E+1,3.43000E+2,3.08533E+2,3.44670E+1,3.08533E+2
2.34600E+1,3.22000E+2,3.08051E+2,1.39495E+1,3.08051E+2
2.34800E+1,3.37000E+2,3.07569E+2,2.94312E+1,3.07569E+2
2.35000E+1,2.92000E+2,3.07088E+2,-1.50881E+1,3.07088E+2
2.35200E+1,3.09000E+2,3.06608E+2,2.39166E+0,3.06608E+2
2.35400E+1,3.25000E+2,3.06130E+2,1.88704E+1,3.06130E+2
2.35600E+1,3.27000E+2,3.05652E+2,2.13481E+1,3.05652E+2
2.35800E+1,3.28000E+2,3.05175E+2,2.28251E+1,3.05175E+2
2.36000E+1,2.74000E+2,3.04699E+2,-3.06990E+1,3.04699E+2
2.36200E+1,2.77000E+2,3.04224E+2,-2.72242E+1,3.04224E+2
2.36400E+1,2.79000E+2,3.03750E+2,-2.47502E+1,3.03750E+2
2.36600E+1,3.17000E+2,3.03277E+2,1.37228E+1,3.03277E+2
2.36800E+1,3.40000E+2,3.02805E+2,3.71949E+1,3.02805E+2
2.37000E+1,2.64000E+2,3.02334E+2,-3.83339E+1,3.02334E+2
2.37200E+1,2.90000E+2,3.01864E+2,-1.18638E+1,3.01864E+2
2.37400E+1,3.22000E+2,3.01395E+2,2.06054E+1,3.01395E+2
2.37600E+1,2.97000E+2,3.00926E+2,-3.92627E+0,3.00926E+2
2.37800E+1,2.80000E+2,3.00459E+2,-2.04590E+1,3.00459E+2
2.38000E+1,2.93000E+2,2.99993E+2,-6.99252E+0,2.99993E+2
2.38200E+1,3.06000E+2,2.99527E+2,6.47284E+0,2.99527E+2
2.38400E+1,2.82000E+2,2.99063E+2,-1.70627E+1,2.99063E+2
2.38600E+1,2.95000E+2,2.98599E+2,-3.59918E+0,2.98599E+2
2.38800E+1,2.99000E+2,2.98137E+2,8.63403E-1,2.98137E+2
2.39000E+1,2.69000E+2,2.97675E+2,-2.86749E+1,2.97675E+2
2.39200E+1,3.08000E+2,2.97214E+2,1.07860E+1,2.97214E+2
2.39400E+1,3.42000E+2,2.96754E+2,4.52457E+1,2.96754E+2
2.39600E+1,2.95000E+2,2.96295E+2,-1.29544E+0,2.96295E+2
2.39800E+1,3.04000E+2,2.95838E+2,8.16241E+0,2.95838E+2
2.40000E+1,3.06000E+2,2.95380E+2,1.06196E+1,2.95380E+2
2.40200E+1,3.20000E+2,2.94924E+2,2.50757E+1,2.94924E+2
2.40400E+1,2.95000E+2,2.94469E+2,5.30731E-1,2.94469E+2
2.40600E+1,2.76000E+2,2.94015E+2,-1.80150E+1,2.94015E+2
2.40800E+1,3.04000E+2,2.93562E+2,1.04383E+1,2.93562E+2
2.41000E+1,2.69000E+2,2.93109E+2,-2.41093E+1,2.93109E+2
2.41200E+1,2.99000E+2,2.92658E+2,6.34219E+0,2.92658E+2
2.41400E+1,3.12000E+2,2.92207E+2,1.97927E+1,2.92207E+2
2.41600E+1,3.07000E+2,2.91758E+2,1.52423E+1,2.91758E+2
2.41800E+1,2.79000E+2,2.91309E+2,-1.23091E+1,2.91309E+2
2.42000E+1,2.59000E+2,2.90861E+2,-3.18613E+1,2.90861E+2
2.42200E+1,2.72000E+2,2.90414E+2,-1.84145E+1,2.90414E+2
2.42400E+1,2.99000E+2,2.89968E+2,9.03156E+0,2.89968E+2
2.42600E+1,2.95000E+2,2.89523E+2,5.47659E+0,2.89523E+2
2.42800E+1,3.05000E+2,2.89079E+2,1.59207E+1,2.89079E+2
2.43000E+1,2.99000E+2,2.88636E+2,1.03639E+1,2.88636E+2
2.43200E+1,3.25000E+2,2.88194E+2,3.68062E+1,2.88194E+2
2.43400E+1,2.70000E+2,2.87752E+2,-1.77523E+1,2.87752E+2
2.43600E+1,3.04000E+2,2.87312E+2,1.66881E+1,2.87312E+2
2.43800E+1,2.90000E+2,2.86872E+2,3.12772E+0,2.86872E+2
2.44000E+1,2.59000E+2,2.86434E+2,-2.74336E+1,2.86434E+2
2.44200E+1,2.91000E+2,2.85996E+2,5.00421E+0,2.85996E+2
2.44400E+1,2.85000E+2,2.85559E+2,-5.58899E-1,2.85559E+2
2.44600E+1,2.79000E+2,2.85123E+2,-6.12292E+0,2.85123E+2
2.44800E+1,2.84000E+2,2.84688E+2,-6.87836E-1,2.84688E+2
2.45000E+1,2.88000E+2,2.84254E+2,3.74637E+0,2.84254E+2
2.45200E+1,2.58000E+2,2.83820E+2,-2.58203E+1,2.83820E+2
2.45400E+1,3.04000E+2,2.83388E+2,2.06121E+1,2.83388E+2
2.45600E+1,2.66000E+2,2.82957E+2,-1.69565E+1,2.82957E+2
2.45800E+1,2.76000E+2,2.82526E+2,-6.52582E+0,2.82526E+2
2.46000E+1,2.92000E+2,2.82096E+2,9.90396E+0,2.82096E+2
2.46200E+1,2.96000E+2,2.81667E+2,1.43328E+1,2.81667E+2
2.46400E+1,2.89000E+2,2.81239E+2,7.76071E+0,2.81239E+2
2.46600E+1,2.83000E+2,2.80812E+2,2.18774E+0,2.80812E+2
2.46800E+1,2.69000E+2,2.80386E+2,-1.13860E+1,2.80386E+2
2.47000E+1,2.71000E+2,2.79961E+2,-8.96066E+0,2.79961E+2
2.47200E+1,3.29000E+2,2.79536E+2,4.94637E+1,2.79536E+2
2.47400E+1,3.11000E+2,2.79113E+2,3.18872E+1,2.79113E+2
2.47600E+1,3.27000E+2,2.78690E+2,4.83098E+1,2.78690E+2
2.47800E+1,2.85000E+2,2.78268E+2,6.73172E+0,2.78268E+2
2.48000E+1,2.84000E+2,2.77847E+2,6.15262E+0,2.77847E+2
2.48200E+1,2.59000E+2,2.78630E+2,-1.96296E+1,2.77427E+2
2.48400E+1,3.07000E+2,2.78296E+2,2.87044E+1,2.77008E+2
2.48600E+1,3.13000E+2,2.77972E+2,3.50281E+1,2.76590E+2
2.48800E+1,2.94000E+2,2.78248E+2,1.57518E+1,2.76173E+2
2.49000E+1,2.58000E+2,2.77991E+2,-1.99906E+1,2.75756E+2
2.49200E+1,2.67000E+2,2.77753E+2,-1.07531E+1,2.75340E+2
2.49400E+1,2.71000E+2,2.77539E+2,-6.53857E+0,2.74925E+2
2.49600E+1,2.95000E+2,2.77351E+2,1.76490E+1,2.74511E+2
2.49800E+1,2.77000E+2,2.77195E+2,-1.95007E-1,2.74098E+2
2.50000E+1,2.60000E+2,2.77076E+2,-1.70764E+1,2.73686E+2
2.50200E+1,2.64000E+2,2.77003E+2,-1.30025E+1,2.73275E+2
2.50400E+1,2.89000E+2,2.76983E+2,1.20175E+1,2.72864E+2
2.50600E+1,2.77000E+2,2.77028E+2,-2.82593E-2,2.72455E+2
2.50800E+1,2.61000E+2,2.77155E+2,-1.61548E+1,2.72046E+2
2.51000E+1,3.02000E+2,2.77382E+2,2.46182E+1,2.71638E+2
2.51200E+1,3.01000E+2,2.77736E+2,2.32641E+1,2.71231E+2
2.51400E+1,3.06000E+2,2.78253E+2,2.77473E+1,2.70825E+2
2.51600E+1,3.31000E+2,2.78981E+2,5.20186E+1,2.70419E+2
2.51800E+1,2.77000E+2,2.79991E+2,-2.99142E+0,2.70015E+2
2.52000E+1,3.34000E+2,2.81383E+2,5.26170E+1,2.69611E+2
2.52200E+1,3.20000E+2,3.06686E+2,1.33140E+1,2.69208E+2
2.52400E+1,2.78000E+2,3.11025E+2,-3.30247E+1,2.68806E+2
2.52600E+1,3.01000E+2,3.16693E+2,-1.56935E+1,2.68405E+2
2.52800E+1,3.25000E+2,3.35899E+2,-1.08993E+1,2.68005E+2
2.53000E+1,3.39000E+2,3.48617E+2,-9.61740E+0,2.67605E+2
2.53200E+1,3.68000E+2,3.70697E+2,-2.69720E+0,2.67206E+2
2.53400E+1,3.85000E+2,4.13035E+2,-2.80350E+1,2.66809E+2
2.53600E+1,4.90000E+2,4.90531E+2,-5.30792E-1,2.66412E+2
2.53800E+1,6.41000E+2,6.09148E+2,3.18524E+1,2.66016E+2
2.54000E+1,7.39000E+2,7.36454E+2,2.54602E+0,2.65620E+2
2.54200E+1,7.79000E+2,7.73044E+2,5.95618E+0,2.65226E+2
2.54400E+1,6.84000E+2,6.80424E+2,3.57593E+0,2.64832E+2
2.54600E+1,5.70000E+2,6.22221E+2,-5.22208E+1,2.64440E+2
2.54800E+1,5.60000E+2,5.95699E+2,-3.56987E+1,2.64048E+2
2.55000E+1,5.24000E+2,5.23901E+2,9.88159E-2,2.63656E+2
2.55200E+1,5.02000E+2,4.62333E+2,3.96667E+1,2.63266E+2
2.55400E+1,4.57000E+2,4.42059E+2,1.49413E+1,2.62877E+2
2.55600E+1,4.70000E+2,4.49263E+2,2.07366E+1,2.62488E+2
2.55800E+1,4.90000E+2,4.70158E+2,1.98419E+1,2.62100E+2
2.56000E+1,5.11000E+2,5.01077E+2,9.92303E+0,2.61713E+2
2.56200E+1,5.71000E+2,5.43450E+2,2.75500E+1,2.61327E+2
2.56400E+1,6.27000E+2,6.01240E+2,2.57595E+1,2.60942E+2
2.56600E+1,6.61000E+2,6.81691E+2,-2.06910E+1,2.60557E+2
2.56800E+1,8.45000E+2,7.99542E+2,4.54580E+1,2.60173E+2
2.57000E+1,1.01600E+3,9.92007E+2,2.39932E+1,2.59790E+2
2.57200E+1,1.44600E+3,1.35744E+3,8.85562E+1,2.59408E+2
2.57400E+1,2.13300E+3,2.10701E+3,2.59873E+1,2.59027E+2
2.57600E+1,3.61800E+3,3.53388E+3,8.41182E+1,2.58647E+2
2.57800E+1,6.18300E+3,5.76027E+3,4.22725E+2,2.58267E+2
2.58000E+1,8.55800E+3,8.15273E+3,4.05272E+2,2.57888E+2
2.58200E+1,8.35400E+3,8.75504E+3,-4.01045E+2,2.57510E+2
2.58400E+1,7.18200E+3,6.80975E+3,3.72251E+2,2.57133E+2
2.58600E+1,5.29700E+3,5.50851E+3,-2.11509E+2,2.56756E+2
2.58800E+1,4.44500E+3,4.85823E+3,-4.13225E+2,2.56381E+2
2.59000E+1,3.42600E+3,3.28562E+3,1.40380E+2,2.56006E+2
2.59200E+1,1.79600E+3,1.76285E+3,3.31462E+1,2.55632E+2
2.59400E+1,8.81000E+2,9.77477E+2,-9.64772E+1,2.55258E+2
2.59600E+1,6.82000E+2,6.73364E+2,8.63580E+0,2.54886E+2
2.59800E+1,5.79000E+2,5.45368E+2,3.36323E+1,2.54514E+2
2.60000E+1,5.61000E+2,4.73420E+2,8.75803E+1,2.54143E+2
2.60200E+1,5.02000E+2,4.25776E+2,7.62236E+1,2.53773E+2
2.60400E+1,4.44000E+2,3.92108E+2,5.18924E+1,2.53404E+2
2.60600E+1,4.07000E+2,3.67347E+2,3.96531E+1,2.53036E+2
2.60800E+1,3.76000E+2,3.48554E+2,2.74459E+1,2.52668E+2
2.61000E+1,3.21000E+2,3.33919E+2,-1.29188E+1,2.52301E+2
2.61200E+1,3.06000E+2,3.22271E+2,-1.62706E+1,2.51935E+2
2.61400E+1,3.07000E+2,3.12827E+2,-5.82660E+0,2.51569E+2
2.61600E+1,2.83000E+2,3.05044E+2,-2.20439E+1,2.51205E+2
2.61800E+1,2.84000E+2,2.98539E+2,-1.45394E+1,2.50841E+2
2.62000E+1,2.87000E+2,2.93034E+2,-6.03436E+0,2.50478E+2
2.62200E+1,2.89000E+2,2.88323E+2,6.77094E-1,2.50116E+2
2.62400E+1,2.25000E+2,2.84249E+2,-5.92489E+1,2.49754E+2
2.62600E+1,2.94000E+2,2.62090E+2,3.19099E+1,2.49394E+2
2.62800E+1,2.67000E+2,2.60509E+2,6.49130E+0,2.49034E+2
2.63000E+1,2.55000E+2,2.59096E+2,-4.09598E+0,2.48675E+2
2.63200E+1,2.74000E+2,2.57823E+2,1.61775E+1,2.48316E+2
2.63400E+1,2.47000E+2,2.47959E+2,-9.58893E-1,2.47959E+2
2.63600E+1,2.57000E+2,2.47602E+2,9.39798E+0,2.47602E+2
2.63800E+1,2.61000E+2,2.47246E+2,1.37540E+1,2.47246E+2
2.64000E+1,2.53000E+2,2.46891E+2,6.10925E+0,2.46891E+2
2.64200E+1,2.77000E+2,2.46536E+2,3.04637E+1,2.46536E+2
2.64400E+1,2.46000E+2,2.46183E+2,-1.82526E-1,2.46183E+2
2.64600E+1,2.84000E+2,2.45830E+2,3.81704E+1,2.45830E+2
2.64800E+1,2.51000E+2,2.45477E+2,5.52264E+0,2.45477E+2
2.65000E+1,2.68000E+2,2.45126E+2,2.28741E+1,2.45126E+2
2.65200E+1,2.79000E+2,2.44775E+2,3.42248E+1,2.44775E+2
2.65400E+1,2.36000E+2,2.44425E+2,-8.42532E+0,2.44425E+2
2.65600E+1,2.57000E+2,2.44076E+2,1.29239E+1,2.44076E+2
2.65800E+1,2.40000E+2,2.43728E+2,-3.72769E+0,2.43728E+2
2.66000E+1,2.42000E+2,2.43380E+2,-1.38000E+0,2.43380E+2
2.66200E+1,2.49000E+2,2.43033E+2,5.96692E+0,2.43033E+2
2.66400E+1,2.37000E+2,2.42687E+2,-5.68698E+0,2.42687E+2
2.66600E+1,2.62000E+2,2.42342E+2,1.96584E+1,2.42342E+2
2.66800E+1,2.53000E+2,2.41997E+2,1.10031E+1,2.41997E+2
2.67000E+1,2.62000E+2,2.41653E+2,2.03470E+1,2.41653E+2
2.67200E+1,2.23000E+2,2.41310E+2,-1.83099E+1,2.41310E+2
2.67400E+1,2.23000E+2,2.40967E+2,-1.79675E+1,2.40967E+2
2.67600E+1,2.44000E+2,2.40626E+2,3.37424E+0,2.40626E+2
2.67800E+1,2.32000E+2,2.40285E+2,-8.28485E+0,2.40285E+2
2.68000E+1,2.43000E+2,2.39945E+2,3.05533E+0,2.39945E+2
2.68200E+1,2.48000E+2,2.39605E+2,8.39474E+0,2.39605E+2
2.68400E+1,2.29000E+2,2.39267E+2,-1.02665E+1,2.39267E+2
2.68600E+1,2.39000E+2,2.38929E+2,7.14722E-2,2.38929E+2
2.68800E+1,2.29000E+2,2.38591E+2,-9.59125E+0,2.38591E+2
2.69000E+1,2.23000E+2,2.38255E+2,-1.52548E+1,2.38255E+2
2.69200E+1,2.40000E+2,2.37919E+2,2.08090E+0,2.37919E+2
2.69400E+1,2.43000E+2,2.37584E+2,5.41602E+0,2.37584E+2
2.69600E+1,2.23000E+2,2.37250E+2,-1.42498E+1,2.37250E+2
2.69800E+1,2.18000E+2,2.36916E+2,-1.89160E+1,2.36916E+2
2.70000E+1,2.37000E+2,2.36583E+2,4.16748E-1,2.36583E+2
2.70200E+1,2.40000E+2,2.36251E+2,3.74884E+0,2.36251E+2
2.70400E+1,2.55000E+2,2.35920E+2,1.90803E+1,2.35920E+2
2.70600E+1,2.58000E+2,2.35589E+2,2.24109E+1,2.35589E+2
2.70800E+1,2.54000E+2,2.35259E+2,1.87409E+1,2.35259E+2
2.71000E+1,2.34000E+2,2.34930E+2,-9.29901E-1,2.34930E+2
2.71200E+1,2.31000E+2,2.34601E+2,-3.60141E+0,2.34601E+2
2.71400E+1,2.22000E+2,2.34274E+2,-1.22737E+1,2.34274E+2
2.71600E+1,2.64000E+2,2.33947E+2,3.00533E+1,2.33947E+2
2.71800E+1,2.49000E+2,2.33620E+2,1.53798E+1,2.33620E+2
2.72000E+1,2.41000E+2,2.33295E+2,7.70547E+0,2.33295E+2
2.72200E+1,2.31000E+2,2.32970E+2,-1.96967E+0,2.32970E+2
2.72400E+1,2.29000E+2,2.32645E+2,-3.64548E+0,2.32645E+2
2.72600E+1,2.25000E+2,2.32322E+2,-7.32199E+0,2.32322E+2
2.72800E+1,2.39000E+2,2.31999E+2,7.00085E+0,2.31999E+2
2.73000E+1,2.32000E+2,2.31677E+2,3.22906E-1,2.31677E+2
2.73200E+1,2.47000E+2,2.31356E+2,1.56443E+1,2.31356E+2
2.73400E+1,2.49000E+2,2.31035E+2,1.79649E+1,2.31035E+2
2.73600E+1,2.09000E+2,2.30715E+2,-2.17151E+1,2.30715E+2
2.73800E+1,2.11000E+2,2.30396E+2,-1.93959E+1,2.30396E+2
2.74000E+1,2.38000E+2,2.30077E+2,7.92273E+0,2.30077E+2
2.74200E+1,2.24000E+2,2.29759E+2,-5.75940E+0,2.29759E+2
2.74400E+1,2.38000E+2,2.29442E+2,8.55774E+0,2.29442E+2
2.74600E+1,2.38000E+2,2.29126E+2,8.87411E+0,2.29126E+2
2.74800E+1,2.14000E+2,2.28810E+2,-1.48101E+1,2.28810E+2
2.75000E+1,2.28000E+2,2.35685E+2,-7.68462E+0,2.28495E+2
2.75200E+1,2.25000E+2,2.35885E+2,-1.08846E+1,2.28181E+2
2.75400E+1,2.35000E+2,2.36142E+2,-1.14230E+0,2.27867E+2
2.75600E+1,2.29000E+2,2.36467E+2,-7.46660E+0,2.27554E+2
2.75800E+1,2.46000E+2,2.40546E+2,5.45424E+0,2.27242E+2
2.76000E+1,2.21000E+2,2.41304E+2,-2.03041E+1,2.26930E+2
2.76200E+1,2.44000E+2,2.42198E+2,1.80237E+0,2.26619E+2
2.76400E+1,2.48000E+2,2.43250E+2,4.74994E+0,2.26309E+2
2.76600E+1,2.32000E+2,2.44490E+2,-1.24903E+1,2.25999E+2
2.76800E+1,2.31000E+2,2.45954E+2,-1.49545E+1,2.25691E+2
2.77000E+1,2.20000E+2,2.47688E+2,-2.76875E+1,2.25382E+2
2.77200E+1,2.70000E+2,2.49746E+2,2.02539E+1,2.25075E+2
2.77400E+1,2.45000E+2,2.52204E+2,-7.20370E+0,2.24768E+2
2.77600E+1,2.70000E+2,2.55155E+2,1.48453E+1,2.24462E+2
2.77800E+1,2.50000E+2,2.58724E+2,-8.72360E+0,2.24157E+2
2.78000E+1,2.44000E+2,2.63076E+2,-1.90764E+1,2.23852E+2
2.78200E+1,2.62000E+2,2.68440E+2,-6.43991E+0,2.23548E+2
2.78400E+1,2.91000E+2,2.75129E+2,1.58712E+1,2.23244E+2
2.78600E+1,2.91000E+2,2.83589E+2,7.41113E+0,2.22942E+2
2.78800E+1,3.11000E+2,2.94469E+2,1.65305E+1,2.22639E+2
2.79000E+1,3.35000E+2,3.08749E+2,2.62509E+1,2.22338E+2
2.79200E+1,3.14000E+2,3.27957E+2,-1.39573E+1,2.22037E+2
2.79400E+1,3.66000E+2,3.54710E+2,1.12902E+1,2.21737E+2
2.79600E+1,4.09000E+2,3.94424E+2,1.45759E+1,2.21438E+2
2.79800E+1,4.58000E+2,4.61211E+2,-3.21136E+0,2.21139E+2
2.80000E+1,6.59000E+2,5.92375E+2,6.66251E+1,2.20841E+2
2.80200E+1,8.58000E+2,8.64410E+2,-6.41016E+0,2.20544E+2
2.80400E+1,1.42200E+3,1.37118E+3,5.08247E+1,2.20247E+2
2.80600E+1,2.34700E+3,2.11501E+3,2.31994E+2,2.19951E+2
2.80800E+1,2.76000E+3,2.77522E+3,-1.52195E+1,2.19655E+2
2.81000E+1,2.65800E+3,2.66183E+3,-3.83447E+0,2.19361E+2
2.81200E+1,2.13200E+3,2.03736E+3,9.46366E+1,2.19066E+2
2.81400E+1,1.71100E+3,1.75591E+3,-4.49113E+1,2.18773E+2
2.81600E+1,1.58500E+3,1.63213E+3,-4.71348E+1,2.18480E+2
2.81800E+1,1.25900E+3,1.18485E+3,7.41451E+1,2.18188E+2
2.82000E+1,7.87000E+2,7.17575E+2,6.94252E+1,2.17897E+2
2.82200E+1,5.48000E+2,4.61245E+2,8.67549E+1,2.17606E+2
2.82400E+1,4.69000E+2,3.56987E+2,1.12013E+2,2.17316E+2
2.82600E+1,4.70000E+2,3.13251E+2,1.56749E+2,2.17026E+2
2.82800E+1,3.94000E+2,2.89226E+2,1.04774E+2,2.16737E+2
2.83000E+1,3.29000E+2,2.73385E+2,5.56145E+1,2.16449E+2
2.83200E+1,3.09000E+2,2.62140E+2,4.68599E+1,2.16161E+2
2.83400E+1,2.93000E+2,2.53816E+2,3.91836E+1,2.15874E+2
2.83600E+1,2.60000E+2,2.47453E+2,1.25473E+1,2.15588E+2
2.83800E+1,2.66000E+2,2.42456E+2,2.35445E+1,2.15302E+2
2.84000E+1,2.36000E+2,2.38441E+2,-2.44070E+0,2.15017E+2
2.84200E+1,2.51000E+2,2.35152E+2,1.58485E+1,2.14733E+2
2.84400E+1,2.19000E+2,2.32410E+2,-1.34103E+1,2.14449E+2
2.84600E+1,2.47000E+2,2.39235E+2,7.76482E+0,2.14166E+2
2.84800E+1,2.46000E+2,2.37906E+2,8.09357E+0,2.13883E+2
2.85000E+1,2.49000E+2,2.36914E+2,1.20858E+1,2.13602E+2
2.85200E+1,2.08000E+2,2.36219E+2,-2.82186E+1,2.13320E+2
2.85400E+1,2.51000E+2,2.40433E+2,1.05675E+1,2.13040E+2
2.85600E+1,2.37000E+2,2.34950E+2,2.05016E+0,2.12760E+2
2.85800E+1,2.66000E+2,2.35860E+2,3.01396E+1,2.12480E+2
2.86000E+1,2.48000E+2,2.37024E+2,1.09756E+1,2.12202E+2
2.86200E+1,2.08000E+2,2.35513E+2,-2.75126E+1,2.11924E+2
2.86400E+1,2.48000E+2,2.37524E+2,1.04764E+1,2.11646E+2
2.86600E+1,2.16000E+2,2.39886E+2,-2.38860E+1,2.11369E+2
2.86800E+1,2.45000E+2,2.42675E+2,2.32469E+0,2.11093E+2
2.87000E+1,2.57000E+2,2.45988E+2,1.10120E+1,2.10817E+2
2.87200E+1,2.86000E+2,2.49951E+2,3.60493E+1,2.10543E+2
2.87400E+1,2.64000E+2,2.54730E+2,9.26996E+0,2.10268E+2
